celtis tenuifolia,ulmaceae,CELTEN,native,10,2,shrub,perennial,dwarf hackberry
cenchrus longispinus,poaceae,CENLON,native,0,2,grass,annual,sand bur; sandbur
centaurea calcitrapa,asteraceae,CENCAL,non-native,0,2,forb,annual,purple star thistle
centaurea cyanus,asteraceae,CENCYA,non-native,0,1,forb,annual,garden cornflower; bachelors button
centaurea diffusa,asteraceae,CENDIF,non-native,0,2,forb,annual,spreading star thistle
centaurea jacea ; centaurea jacea,asteraceae,CENJAC,non-native,0,2,forb,perennial,brown-ray knapweed; brown knapweed
centaurea montana; ,asteraceae,CENMON,non-native,0,2,forb,annual,mountain knapweed; 
centaurea nigra,asteraceae,CENNIA,non-native,0,2,forb,perennial,black knapweed
centaurea nigrescens; centaurea vochinensis,asteraceae,CENNIE,non-native,0,2,forb,perennial,tyrolean knapweed; tyrol knapweed
centaurea nigrescens; centaurea vochinensis,asteraceae,CENVOC,non-native,0,2,forb,perennial,tyrolean knapweed; tyrol knapweed
centaurea phrygia; ,asteraceae,CENPHR,non-native,0,2,forb,perennial,wig knapweed; 
centaurea stoebe ssp. micranthos ; centaurea maculosa,asteraceae,CENMAC,non-native,0,2,forb,biennial,spotted knapweed
centaurea stoebe ssp. micranthos ; centaurea maculosa,asteraceae,CENSTO,non-native,0,2,forb,biennial,spotted knapweed
centaurium erythraea,gentianaceae,CENERY,non-native,0,1,forb,annual,european centaury; common centaury
centaurium pulchellum,gentianaceae,CENPUL,non-native,0,1,forb,annual,branched centaury; showy centaury
cephalanthus occidentalis,rubiaceae,CEPOCC,native,5,-2,shrub,perennial,common buttonbush; buttonbush
cerastium brachypodum,caryophyllaceae,CERBRA,non-native,0,1,forb,annual,short-stalk mouse-ear chickweed; short-pedicelled chickweed
cerastium fontanum; cerastium vulgatum,caryophyllaceae,CERFON,non-native,0,1,forb,perennial,common mouse-ear chickweed; mouse-ear chickweed
cerastium fontanum; cerastium vulgatum,caryophyllaceae,CERVUL,non-native,0,1,forb,perennial,common mouse-ear chickweed; mouse-ear chickweed
cerastium glomeratum; cerastium viscosum,caryophyllaceae,CERGLO,non-native,0,1,forb,annual,sticky mouse-ear chickweed; clammy chickweed
cerastium glomeratum; cerastium viscosum,caryophyllaceae,CERVIS,non-native,0,1,forb,annual,sticky mouse-ear chickweed; clammy chickweed
cerastium nutans,caryophyllaceae,CERNUT,native,0,1,forb,annual,nodding mouse-ear chickweed; nodding chickweed
cerastium pumilum,caryophyllaceae,CERPUM,non-native,0,2,forb,annual,curtis mouse-ear chickweed; curtiss mouse-ear chickweed
cerastium semidecandrum,caryophyllaceae,CERSEM,non-native,0,2,forb,annual,small mouse-ear chickweed
cerastium tomentosum,caryophyllaceae,CERTOM,non-native,0,2,forb,perennial,snow-in-summer
cerastium velutinum; cerastium arvense villosum,caryophyllaceae,CERARV,native,6,2,forb,perennial,large field mouse-ear chickweed; field chickweed
cerastium velutinum; cerastium arvense villosum,caryophyllaceae,CERVEL,native,6,2,forb,perennial,large field mouse-ear chickweed; field chickweed
ceratophyllum demersum,caryophyllaceae,CERDEM,native,5,-2,forb,perennial,"coons-tail; hornwort, coontail"
ceratophyllum echinatum,caryophyllaceae,CERECH,native,10,-2,forb,perennial,spineless hornwort; spiny hornwort
cercis canadensis,fabaceae,CERCAN,native,10,1,tree,perennial,redbud
chaenorrhinum minus,scrophulariaceae,CHAMIN,non-native,0,2,forb,annual,dwarf snapdragon; small snapdragon
chaerophyllum procumbens,apiaceae,CHAPRC,native,5,-1,forb,annual,spreading chervil; stream bank chervil
chaiturus marrubiastrum; leonurus marrubiastrum,lamiaceae,CHAMAR,non-native,0,2,forb,biennial,lions-tail; lions tail
chaiturus marrubiastrum; leonurus marrubiastrum,lamiaceae,LEOMAR,non-native,0,2,forb,biennial,lions-tail; lions tail
chamaecrista fasciculata; cassia fasciculata,fabaceae,CASFAS,native,5,1,forb,annual,sleepingplant; partridge pea
chamaecrista fasciculata; cassia fasciculata,fabaceae,CHAFAS,native,5,1,forb,annual,sleepingplant; partridge pea
chamaecrista nictitans; cassia nictitans,fabaceae,CASNIC,native,7,1,forb,annual,partridge-pea; wild sensitive plant
chamaecrista nictitans; cassia nictitans,fabaceae,CHANIC,native,7,1,forb,annual,partridge-pea; wild sensitive plant
chamaedaphne calyculata; chamaedaphne calyculata angustifolia,ericaceae,CHACAL,native,10,-2,shrub,perennial,leatherleaf
chamaedaphne calyculata; chamaedaphne calyculata angustifolia,ericaceae,CHACALA,native,10,-2,shrub,perennial,leatherleaf
chamaemelum nobile; anthemis nobilis,asteraceae,ANTNOB,non-native,0,2,forb,perennial,garden chamomile
chamaemelum nobile; anthemis nobilis,asteraceae,CHANOB,non-native,0,2,forb,perennial,garden chamomile
chamaesyce geyeri ; euphorbia geyeri,euphorbiaceae,CHAGEY,non-native,0,2,forb,annual,geyers spurge; geyers spurge
chamaesyce geyeri ; euphorbia geyeri,euphorbiaceae,EUPGEY,non-native,0,2,forb,annual,geyers spurge; geyers spurge
chamaesyce glyptosperma; euphorbia glyptosperma,euphorbiaceae,CHAGLY,non-native,0,2,forb,annual,smooth creeping spurge
chamaesyce glyptosperma; euphorbia glyptosperma,euphorbiaceae,EUPGLY,non-native,0,2,forb,annual,smooth creeping spurge
chamaesyce humistrata; euphorbia humistrata,euphorbiaceae,CHAHUM,non-native,0,-1,forb,annual,spreading sandmat; spreading spurge
chamaesyce humistrata; euphorbia humistrata,euphorbiaceae,EUPHUM,non-native,0,-1,forb,annual,spreading sandmat; spreading spurge
chamaesyce maculata; euphorbia maculata; euphorbia supina,euphorbiaceae,CHAMAC,native,0,1,forb,annual,spotted sandmat; eyebane; spotted creeping spurge
chamaesyce maculata; euphorbia maculata; euphorbia supina,euphorbiaceae,EUPMAU,native,0,1,forb,annual,spotted sandmat; eyebane; spotted creeping spurge
chamaesyce maculata; euphorbia maculata; euphorbia supina,euphorbiaceae,EUPSUP,native,0,1,forb,annual,spotted sandmat; eyebane; spotted creeping spurge
chamaesyce nutans; ,euphorbiaceae,CHANUT,native,0,1,forb,annual,eyebane; 
chamaesyce polygonifolia; euphorbia polygonifolia,euphorbiaceae,CHAPOL,native,10,2,forb,annual,seaside spurge
chamaesyce polygonifolia; euphorbia polygonifolia,euphorbiaceae,EUPPOL,native,10,2,forb,annual,seaside spurge
chamaesyce prostrata; euphorbia chamaesyce,euphorbiaceae,CHAPRO,non-native,0,1,forb,annual,prostrate sandmat; green creeping spurge
chamaesyce prostrata; euphorbia chamaesyce,euphorbiaceae,EUPCHA,non-native,0,1,forb,annual,prostrate sandmat; green creeping spurge
chamaesyce serpens; euphorbia serpens,euphorbiaceae,CHASEE,non-native,0,-1,forb,annual,matted sandmat; round-leaved spurge
chamaesyce serpens; euphorbia serpens,euphorbiaceae,EUPSEE,non-native,0,-1,forb,annual,matted sandmat; round-leaved spurge
chamaesyce serpyllifolia; euphorbia serpyllifolia,euphorbiaceae,CHASEY,non-native,0,2,forb,annual,thyme-leaf spurge; thyme-leaved spurge
chamaesyce serpyllifolia; euphorbia serpyllifolia,euphorbiaceae,EUPSEY,non-native,0,2,forb,annual,thyme-leaf spurge; thyme-leaved spurge
chamaesyce vermiculata; euphorbia vermiculata,euphorbiaceae,CHAVER,non-native,0,2,forb,annual,hairy spurge
chamaesyce vermiculata; euphorbia vermiculata,euphorbiaceae,EUPVER,non-native,0,2,forb,annual,hairy spurge
chamerion angustifolium; epilobium angustifolium,onagraceae,CHAANG,native,9,0,forb,perennial,narrow-leaf fireweed; fireweed
chamerion angustifolium; epilobium angustifolium,onagraceae,EPIANG,native,9,0,forb,perennial,narrow-leaf fireweed; fireweed
chasmanthium latifolium; uniola latifolia,poaceae,CHALAT,native,10,-1,grass,perennial,indian wood-oats; spike grass
chasmanthium latifolium; uniola latifolia,poaceae,UNILAT,native,10,-1,grass,perennial,indian wood-oats; spike grass
chelidonium majus,papaveraceae,CHEMAJ,non-native,0,2,forb,biennial,celandine
chelone glabra,scrophulariaceae,CHEGLA,native,8,-2,forb,perennial,white turtlehead; turtlehead
chelone obliqua var. speciosa; chelone obliqua speciosa,scrophulariaceae,CHEOBL,non-native,0,-2,forb,perennial,red turtlehead; pink turtlehead
chelone obliqua var. speciosa; chelone obliqua speciosa,scrophulariaceae,CHEOBLS,non-native,0,-2,forb,perennial,red turtlehead; pink turtlehead
chenopodium album,chenopodiaceae,CHEALB,non-native,0,1,forb,annual,lambs-quarters; lambs quarters
chenopodium bonus-henricus,chenopodiaceae,CHEBON,non-native,0,2,forb,perennial,good king henry
chenopodium capitatum,chenopodiaceae,CHECAP,non-native,0,2,forb,annual,strawberry blite
chenopodium glaucum,chenopodiaceae,CHEGLU,non-native,0,-1,forb,annual,oak-leaf goosefoot; oak-leaved goosefoot
chenopodium leptophyllum,chenopodiaceae,CHELEP,native,5,1,forb,annual,narrow-leaf goosefoot; narrow-leaved goosefoot
chenopodium murale,chenopodiaceae,CHEMUR,non-native,0,1,forb,annual,nettle-leaf goosefoot; nettle-leaved goosefoot
chenopodium rubrum,chenopodiaceae,CHERUB,non-native,0,-2,forb,annual,red goosefoot
chenopodium simplex; chenopodium hybridum gigantospermum,chenopodiaceae,CHEHYB,native,3,2,forb,annual,maple-leaf goosefoot; maple-leaved goosefoot
chenopodium simplex; chenopodium hybridum gigantospermum,chenopodiaceae,CHESIM,native,3,2,forb,annual,maple-leaf goosefoot; maple-leaved goosefoot
chenopodium standleyanum,chenopodiaceae,CHESTA,native,4,2,forb,annual,woodland goosefoot
chenopodium urbicum,chenopodiaceae,CHEURB,non-native,0,2,forb,annual,city goosefoot
chimaphila maculata,pyrolaceae,CHIMAC,native,10,2,shrub,perennial,spotted wintergreen
chimaphila umbellata ssp. cisatlantica ; chimaphila umbellata cisatlantica,pyrolaceae,CHIUMB,native,10,2,shrub,perennial,pipsissewa
chimaphila umbellata ssp. cisatlantica ; chimaphila umbellata cisatlantica,pyrolaceae,CHIUMBC,native,10,2,shrub,perennial,pipsissewa
chionanthus virginicus; ,oleaceae,CHIVIR,non-native,0,0,tree,perennial,white fringetree; 
chloris verticillata,poaceae,CHLVER,non-native,0,2,grass,perennial,windmill grass
chondrilla juncea,asteraceae,CHOJUN,non-native,0,2,forb,perennial,rush skeletonweed; skeleton weed
chorispora tenella,brassicaceae,CHOTEN,non-native,0,2,forb,annual,blue mustard; purple rocket
chrysopsis camporum,asteraceae,CHRCAM,native,5,2,forb,perennial,prairie golden aster; golden aster
chrysosplenium americanum,saxifragaceae,CHRAME,native,10,-2,forb,perennial,american golden-saxifrage; golden saxifrage
cichorium intybus,asteraceae,CICINT,non-native,0,1,forb,perennial,chicory
cicuta bulbifera,apiaceae,CICBUL,native,8,-2,forb,perennial,bulblet-bearing water-hemlock; bulblet-bearing water hemlock
cicuta maculata,apiaceae,CICMAC,native,6,-2,forb,perennial,spotted water-hemlock; water hemlock
cimicifuga racemosa,ranunculaceae,CIMRAC,native,10,2,forb,perennial,black cohosh; false bugbane
cinna arundinacea,poaceae,CINARU,native,5,-1,grass,perennial,sweet wood-reed; common wood reed
circaea alpina,onagraceae,CIRALP,native,10,-1,forb,perennial,small enchanters-nightshade; small enchanters nightshade
circaea canadensis; circaea lutetiana canadensis,onagraceae,CIRCAN,native,1,1,forb,perennial,broad-leaf enchanters-nightshade; enchanters nightshade
circaea canadensis; circaea lutetiana canadensis,onagraceae,CIRLUT,native,1,1,forb,perennial,broad-leaf enchanters-nightshade; enchanters nightshade
cirsium altissimum,asteraceae,CIRALT,native,6,2,forb,biennial,tall thistle
cirsium arvense,asteraceae,CIRARV,non-native,0,1,forb,perennial,canadian thistle; field thistle
cirsium discolor,asteraceae,CIRDIS,native,2,1,forb,biennial,field thistle; pasture thistle
cirsium flodmanii; ,asteraceae,CIRFLO,non-native,0,0,forb,perennial,flodmans thistle; 
cirsium muticum,asteraceae,CIRMUT,native,10,-2,forb,biennial,swamp thistle
cirsium pitcheri,asteraceae,CIRPIT,native,10,2,forb,biennial,dune thistle
cirsium pumilum var. hillii ; cirsium hillii,asteraceae,CIRHIL,native,10,2,forb,perennial,hills thistle; prairie thistle
cirsium pumilum var. hillii ; cirsium hillii,asteraceae,CIRPUM,native,10,2,forb,perennial,hills thistle; prairie thistle
cirsium undulatum,asteraceae,CIRUND,non-native,0,2,forb,perennial,wavy-leaf thistle; wavy-leaved thistle
cirsium vulgare,asteraceae,CIRVUL,non-native,0,1,forb,biennial,bull thistle
citrullus lanatus,cucurbitaceae,CITLAN,non-native,0,1,vine,annual,watermelon
cladium mariscoides,cyperaceae,CLAMAR,native,10,-2,sedge,perennial,smooth saw-grass; twig rush
claytonia virginica,portulacaceae,CLAVIR,native,2,1,forb,perennial,virginia springbeauty; spring beauty
clematis integrifolia; ,ranunculaceae,CLEINT,non-native,0,2,vine,perennial,blue virgins-bower; 
clematis pitcheri,ranunculaceae,CLEPIT,native,10,1,vine,perennial,bluebill; leather flower
clematis terniflora; clematis terniflora,ranunculaceae,CLETER,non-native,0,2,vine,perennial,sweet autumn clematis
clematis virginiana,ranunculaceae,CLEVIR,native,4,0,vine,perennial,devils-darning-needles; virgins bower
cleome serrulata,capparaceae,CLESER,non-native,0,1,forb,annual,rocky mountain beeplant; rocky mountain bee plant
clinopodium arkansanum; satureja arkansana,lamiaceae,CLIARK,native,10,-1,forb,perennial,limestone wild basil; low calamint
clinopodium arkansanum; satureja arkansana,lamiaceae,SATARK,native,10,-1,forb,perennial,limestone wild basil; low calamint
clinopodium vulgare; satureja vulgaris neogaea,lamiaceae,CLIVUL,native,6,2,forb,perennial,wild basil; dogmint
clinopodium vulgare; satureja vulgaris neogaea,lamiaceae,SATVUL,native,6,2,forb,perennial,wild basil; dogmint
clintonia borealis,liliaceae,CLIBOR,native,10,0,forb,perennial,yellow bluebead-lily; bluebead
coeloglossum viride; habenaria viridis bracteata,orchidaceae,COEVIR,native,10,0,forb,perennial,long-bract frog orchid; bracted orchid
coeloglossum viride; habenaria viridis bracteata,orchidaceae,HABVIR,native,10,0,forb,perennial,long-bract frog orchid; bracted orchid
coincya monensis,brassicaceae,COIMON,non-native,0,2,forb,biennial,wallflower cabbage
coleataenia anceps; panicum anceps,poaceae,PANANC,native,10,-1,grass,perennial,beaked cut-throat grass  ; beaked panic grass
coleataenia anceps; panicum anceps,poaceae,COLANC,native,10,-1,grass,perennial,beaked cut-throat grass  ; beaked panic grass
coleataenia longifolia; panicum longifolium,poaceae,PANLON,native,10,-1,grass,perennial,red-top cut-throat grass; long-leaved panic grass
coleataenia longifolia; panicum longifolium,poaceae,COLLON,native,10,-1,grass,perennial,red-top cut-throat grass; long-leaved panic grass
coleataenia rigidula; panicum rigidulum,poaceae,PANRIG,native,5,-1,grass,perennial,red-top cut-throat grass; munro grass
coleataenia rigidula; panicum rigidulum,poaceae,COLRIG,native,5,-1,grass,perennial,red-top cut-throat grass; munro grass
collinsia verna,scrophulariaceae,COLVER,native,10,1,forb,annual,spring blue-eyed mary; blue-eyed mary
collinsonia canadensis,lamiaceae,COLCAN,native,10,0,forb,perennial,richweed
collomia linearis,polemoniaceae,COLLIN,non-native,0,1,forb,annual,narrow-leaf mountain-trumpet; slender gilia
comandra umbellata,santalaceae,COMUMB,native,7,1,forb,perennial,bastard-toadflax; false toadflax
comarum palustre; potentilla palustris,rosaceae,COMPAL,native,10,-2,forb,perennial,purple marshlocks; marsh cinquefoil
comarum palustre; potentilla palustris,rosaceae,POTPAL,native,10,-2,forb,perennial,purple marshlocks; marsh cinquefoil
commelina communis,commelinaceae,COMCOM,non-native,0,1,forb,annual,asiatic dayflower; common day flower
commelina erecta; commelina erecta deamiana,commelinaceae,COMERE,native,10,0,forb,perennial,white-mouth dayflower; narrow-leaved day flower
comptonia peregrina,myricaceae,COMPER,native,9,2,shrub,perennial,sweet-fern; sweet fern
conioselinum chinense,apiaceae,CONCHI,native,10,-1,forb,perennial,chinese hemlock-parsley; hemlock parsley
conium maculatum,apiaceae,CONMAC,non-native,0,-1,forb,biennial,poison-hemlock; poison hemlock
conoclinium coelestinum; eupatorium coelestinum,asteraceae,CONCOE,non-native,0,-1,forb,perennial,blue mistflower; mistflower
conoclinium coelestinum; eupatorium coelestinum,asteraceae,EUPCOE,non-native,0,-1,forb,perennial,blue mistflower; mistflower
conopholis americana,orobanchaceae,CONAME,native,10,2,forb,perennial,cancer-root; cancer root
conringia orientalis,brassicaceae,CONORI,non-native,0,2,forb,annual,hares-ear mustard; hares ear mustard
consolida ajacis; delphinium ambiguum,ranunculaceae,CONAJA,non-native,0,2,forb,annual,rocket larkspur
consolida ajacis; delphinium ambiguum,ranunculaceae,DELAMB,non-native,0,2,forb,annual,rocket larkspur
consolida regalis; delphinium consolida,ranunculaceae,CONREG,non-native,0,2,forb,annual,forking larkspur
consolida regalis; delphinium consolida,ranunculaceae,DELCON,non-native,0,2,forb,annual,forking larkspur
convallaria majalis,liliaceae,CONMAJ,non-native,0,2,forb,perennial,lily-of-the-valley
convolvulus arvensis,convolvulaceae,CONARV,non-native,0,2,forb,perennial,field bindweed
coptis trifolia,ranunculaceae,COPTRI,native,10,-1,forb,perennial,three-leaf goldthread; goldthread
corallorhiza maculata,orchidaceae,CORMAC,native,10,1,forb,perennial,summer coralroot; spotted coral root
corallorhiza odontorhiza,orchidaceae,CORODO,native,9,2,forb,perennial,fall coralroot; late coral root
corallorhiza trifida; corallorhiza trifida verna,orchidaceae,CORTRF,native,10,-1,forb,perennial,yellow coralroot; early coral root
corallorhiza trifida; corallorhiza trifida verna,orchidaceae,CORTRIV,native,10,-1,forb,perennial,yellow coralroot; early coral root
corallorhiza wisteriana,orchidaceae,CORWIS,native,10,1,forb,perennial,spring coralroot; spring coral root
coreopsis basalis,asteraceae,CORBAS,non-native,0,2,forb,annual,golden wave
coreopsis grandiflora; coreopsis grandiflora,asteraceae,CORGRA,non-native,0,2,forb,perennial,large-flower tickseed; large-flowered coreopsis
coreopsis grandiflora var. grandiflora; coreopsis grandiflora,asteraceae,CORGRAG,non-native,0,2,forb,perennial,large-flower tickseed; large-flowered coreopsis
coreopsis grandiflora var. harveyana; coreopsis grandiflora,asteraceae,CORGRAH,non-native,0,2,forb,perennial,large-flower tickseed; large-flowered coreopsis
coreopsis lanceolata,asteraceae,CORLAN,native,5,1,forb,perennial,lance-leaf tickseed; sand coreopsis
coreopsis palmata,asteraceae,CORPAL,native,6,2,forb,perennial,prairie tickseed; prairie coreopsis
coreopsis tinctoria,asteraceae,CORTIN,non-native,0,1,forb,annual,golden tickseed; golden coreopsis
coreopsis tripteris,asteraceae,CORTRI,native,5,0,forb,perennial,tall tickseed; tall coreopsis
coriandrum sativum,apiaceae,CORSAT,non-native,0,2,forb,annual,coriander
corispermum hyssopifolium,chenopodiaceae,CORHYS,native,5,1,forb,annual,american bugseed; bugseed
cornus alba; cornus stolonifera,cornaceae,CORALB,native,6,-1,shrub,perennial,red osier; red-osier dogwood
cornus alba; cornus stolonifera,cornaceae,CORSTO,native,6,-1,shrub,perennial,red osier; red-osier dogwood
cornus alternifolia,cornaceae,CORALT,native,9,0,tree,perennial,alternate-leaf dogwood; pagoda dogwood
cornus canadensis,cornaceae,CORCAN,native,10,0,shrub,perennial,canadian bunchberry; bunchberry
cornus drummondii,cornaceae,CORDRU,native,2,0,shrub,perennial,rough-leaf dogwood; rough-leaved dogwood
cornus florida,cornaceae,CORFLO,native,8,1,tree,perennial,flowering dogwood
cornus obliqua,cornaceae,COROBL,native,6,-1,shrub,perennial,pale dogwood; blue-fruited dogwood
cornus racemosa,cornaceae,CORRAC,native,1,0,shrub,perennial,gray dogwood
cornus rugosa,cornaceae,CORRUG,native,10,2,shrub,perennial,round-leaf dogwood; round-leaved dogwood
corydalis aurea,fumariaceae,CORAUR,non-native,0,2,forb,annual,golden corydalis
corydalis flavula,fumariaceae,CORFLA,native,8,1,forb,annual,yellow fumewort; pale corydalis
corydalis micrantha,fumariaceae,CORMIC,non-native,0,2,forb,biennial,slender corydalis; small-flowered corydalis
corydalis sempervirens,fumariaceae,CORSEM,native,10,2,forb,biennial,pink corydalis
corylus americana,betulaceae,CORAME,native,5,1,shrub,perennial,american hazelnut
corylus cornuta,betulaceae,CORCOR,native,10,2,shrub,perennial,beaked hazelnut
corynephorus canescens,poaceae,CORYCA,non-native,0,2,grass,perennial,gray-hair grass; gray hair grass
cosmos bipinnatus,asteraceae,COSBIP,non-native,0,0,forb,annual,garden cosmos; common cosmos
cosmos sulphureus,asteraceae,COSSUL,non-native,0,2,forb,annual,yellow cosmos
cota tinctoria; anthemis tinctoria,asteraceae,ANTTIN,non-native,0,2,forb,perennial,yellow chamomile
cota tinctoria; anthemis tinctoria,asteraceae,COTTIN,non-native,0,2,forb,perennial,yellow chamomile
cotinus coggygria,anacardiaceae,COTCOG,non-native,0,2,shrub,perennial,european smoke-tree; european smoke tree
cotoneaster acutifolia,rosaceae,COTACU,non-native,0,2,shrub,perennial,peking cotoneaster
cotoneaster divaricata; ,rosaceae,COTDIV,non-native,0,2,shrub,perennial,spreading cotoneaster; 
cotoneaster magnificus; ,rosaceae,COTMAG,non-native,0,2,shrub,perennial,magnificent cotoneaster; 
cotoneaster multiflora; cotoneaster multiflora,rosaceae,COTMUL,non-native,0,2,shrub,perennial,many-flower cotoneaster; many-flowered cotoneaster
crataegus calpodendron,rosaceae,CRACAL,native,7,2,tree,perennial,sugar hawthorn
crataegus chrysocarpa,rosaceae,CRACHR,native,6,2,tree,perennial,fireberry hawthorn
crataegus crus-galli,rosaceae,CRACRU,native,2,0,tree,perennial,cock-spur hawthorn; cockspur hawthorn
crataegus flabellata; crataegus flabellata,rosaceae,CRAFLA,native,5,2,tree,perennial,large-seed hawthorn; large-seeded hawthorn
crataegus intricata,rosaceae,CRAINT,native,5,2,tree,perennial,biltmore hawthorn
crataegus mollis,rosaceae,CRAMOL,native,2,0,tree,perennial,downy hawthorn
crataegus monogyna,rosaceae,CRAMON,non-native,0,1,tree,perennial,english hawthorn; single-seeded hawthorn
crataegus pedicellata; crataegus coccinea,rosaceae,CRACOC,native,4,2,tree,perennial,scarlet hawthorn
crataegus pedicellata; crataegus coccinea,rosaceae,CRAPED,native,4,2,tree,perennial,scarlet hawthorn
crataegus phaenopyrum,rosaceae,CRAPHA,non-native,0,0,tree,perennial,washington hawthorn
crataegus pruinosa,rosaceae,CRAPRU,native,5,2,tree,perennial,frosted hawthorn
crataegus punctata,rosaceae,CRAPUN,native,2,2,tree,perennial,dotted hawthorn
crataegus punctata var. aurea; crataegus punctata,rosaceae,CRAPUNA,native,2,2,tree,perennial,dotted hawthorn
crataegus punctata var. punctata; crataegus punctata,rosaceae,CRAPUNP,native,2,2,tree,perennial,dotted hawthorn
crataegus succulenta,rosaceae,CRASUC,native,5,2,tree,perennial,fleshy hawthorn
crepis capillaris,asteraceae,CRECAP,non-native,0,1,forb,annual,smooth hawks-beard; hawks beard
crepis tectorum,asteraceae,CRETEC,non-native,0,2,forb,annual,narrow-leaf hawks-beard; narrow-leaved hawks beard
crotalaria sagittalis,fabaceae,CROSAG,native,7,2,forb,annual,rattlebox
croton capitatus,euphorbiaceae,CROCAP,non-native,0,2,forb,annual,capitate croton; woolly croton
croton glandulosus var. septentrionalis; croton glandulosus septentrionalis,euphorbiaceae,CROGLA,non-native,0,2,forb,annual,sand croton
croton glandulosus var. septentrionalis; croton glandulosus septentrionalis,euphorbiaceae,CROGLAS,non-native,0,2,forb,annual,sand croton
croton lindheimerianus,euphorbiaceae,CROLIN,non-native,0,2,forb,annual,lindheimers croton; round-leaved woolly croton
croton monanthogynus,euphorbiaceae,CROMON,non-native,0,2,forb,annual,prairie tea
crypsis schoenoides; heleochloa schoenoides,poaceae,CRYSCH,non-native,0,1,grass,annual,crypsis; false timothy
crypsis schoenoides; heleochloa schoenoides,poaceae,HELSCH,non-native,0,1,grass,annual,crypsis; false timothy
cryptogramma stelleri,pteridaceae,CRYSTE,native,10,1,fern,perennial,fragile rockbrake; slender cliff brake
cryptotaenia canadensis,apiaceae,CRYCAN,native,2,0,forb,perennial,canadian honewort; honewort
cucumis melo,cucurbitaceae,CUCMEL,non-native,0,2,vine,annual,muskmelon
cucurbita foetidissima,cucurbitaceae,CUCFOE,non-native,0,2,vine,perennial,missouri gourd
cuphea viscosissima; cuphea petiolata,lythraceae,CUPPET,non-native,0,1,forb,annual,blue waxweed; waxweed
cuphea viscosissima; cuphea petiolata,lythraceae,CUPVIS,non-native,0,1,forb,annual,blue waxweed; waxweed
cuscuta campestris,cuscutaceae,CUSCAM,native,1,2,vine,annual,field dodder
cuscuta cephalanthi,cuscutaceae,CUSCEP,native,6,2,vine,annual,buttonbush dodder
cuscuta compacta,cuscutaceae,CUSCOM,native,10,2,vine,annual,compact dodder
cuscuta coryli,cuscutaceae,CUSCOR,native,10,2,vine,annual,hazel dodder
cuscuta glomerata,cuscutaceae,CUSGLO,native,7,2,vine,annual,rope dodder
cuscuta gronovii,cuscutaceae,CUSGRO,native,4,2,vine,annual,common dodder
cuscuta gronovii var. gronovii; cuscuta gronovii,cuscutaceae,CUSGROG,native,4,2,vine,annual,common dodder
cuscuta gronovii var. latifolia; ,cuscutaceae,CUSGROL,native,4,2,vine,annual,common dodder; 
cuscuta pentagona,cuscutaceae,CUSPEN,native,9,2,vine,annual,prairie dodder
cuscuta polygonorum,cuscutaceae,CUSPOL,native,8,2,vine,annual,smartweed dodder; knotweed dodder
cyclachaena xanthiifolia; iva xanthifolia,asteraceae,CYCXAN,non-native,0,0,forb,annual,carelessweed; burweed marsh elder
cyclachaena xanthiifolia; iva xanthifolia,asteraceae,IVAXAN,non-native,0,0,forb,annual,carelessweed; burweed marsh elder
cycloloma atriplicifolium,chenopodiaceae,CYCATR,native,7,2,forb,annual,winged pigweed
cymbalaria muralis,scrophulariaceae,CYMMUR,non-native,0,2,forb,annual,kenilworth ivy
cynodon dactylon,poaceae,CYNDAC,non-native,0,1,grass,perennial,bermuda grass
cynoglossum offlcinale; cynoglossum officinale,boraginaceae,CYNOFF,non-native,0,1,forb,biennial,common hounds-tongue; hounds tongue
cynoglossum virginianum; cynoglossum boreale,boraginaceae,CYNBOR,native,10,2,forb,perennial,wild comfrey
cynoglossum virginianum; cynoglossum boreale,boraginaceae,CYNVIR,native,10,2,forb,perennial,wild comfrey
cyperus acuminatus,cyperaceae,CYPACU,native,6,-2,sedge,annual,taper-tip flat sedge; short-pointed flat sedge
cyperus bipartitus; cyperus rivularis,cyperaceae,CYPBIP,native,4,-2,sedge,annual,shining flat sedge; brook nut sedge
cyperus bipartitus; cyperus rivularis,cyperaceae,CYPRIV,native,4,-2,sedge,annual,shining flat sedge; brook nut sedge
cyperus dentatus,cyperaceae,CYPDEN,native,10,-1,sedge,perennial,toothed flat sedge
cyperus diandrus,cyperaceae,CYPDIA,native,10,-1,sedge,annual,umbrella flat sedge
cyperus echinatus; cyperus ovularis,cyperaceae,CYPECH,non-native,0,0,sedge,perennial,globe flat sedge; globe nut sedge
cyperus echinatus; cyperus ovularis,cyperaceae,CYPOVU,non-native,0,0,sedge,perennial,globe flat sedge; globe nut sedge
cyperus erythrorhizos,cyperaceae,CYPERY,native,2,-2,sedge,annual,red-root flat sedge; red-rooted nut sedge
cyperus esculentus,cyperaceae,CYPESC,native,0,-1,sedge,perennial,chufa; field nut sedge
cyperus flavescens; cyperus flavescens poaeformis,cyperaceae,CYPFLA,native,9,-2,sedge,annual,yellow flat sedge
cyperus flavescens; cyperus flavescens poaeformis,cyperaceae,CYPFLAP,native,9,-2,sedge,annual,yellow flat sedge
cyperus houghtonii,cyperaceae,CYPHOU,native,2,2,sedge,perennial,houghtons flatsedge; smooth sand sedge
